,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
336,601398.SH,20221020,4.0815,4.0909,4.0721,4.0815,4.34,-0.25849999999999973,-5.9562,1712897.85,745032.525
337,601398.SH,20221019,4.0721,4.0909,4.0721,4.0721,4.35,-0.2778999999999998,-6.3885,1679225.86,730221.419
338,601398.SH,20221018,4.0909,4.0909,4.0721,4.0815,4.35,-0.2684999999999995,-6.1724,1533381.79,666628.309
339,601398.SH,20221017,4.0721,4.1097,4.0628,4.0815,4.34,-0.25849999999999973,-5.9562,2562545.27,1115347.729
340,601398.SH,20221014,4.0815,4.0909,4.0628,4.0721,4.35,-0.2778999999999998,-6.3885,2629692.9,1142713.536
341,601398.SH,20221013,4.1191,4.1191,4.0721,4.0815,4.4,-0.3185000000000002,-7.2386,2700348.47,1174850.511
342,601398.SH,20221012,4.1003,4.1284,4.0909,4.1284,4.37,-0.24160000000000004,-5.5286,2592391.8,1135992.155
343,601398.SH,20221011,4.0909,4.1097,4.0721,4.1003,4.36,-0.2597000000000005,-5.9564,2071206.32,903371.612
344,601398.SH,20221010,4.0815,4.1097,4.0628,4.0909,4.35,-0.2590999999999992,-5.9563,3177781.53,1385758.856
345,601398.SH,20220930,4.0721,4.0909,4.0628,4.0815,4.33,-0.24849999999999994,-5.739,1578628.46,686074.089
346,601398.SH,20220929,4.0909,4.0909,4.0628,4.0628,4.35,-0.28719999999999946,-6.6023,1758825.32,763036.787
347,601398.SH,20220928,4.0721,4.0909,4.0628,4.0815,4.34,-0.25849999999999973,-5.9562,1805772.77,784503.628
348,601398.SH,20220927,4.0815,4.0909,4.0628,4.0721,4.35,-0.2778999999999998,-6.3885,1900358.23,825325.572
349,601398.SH,20220926,4.1191,4.1284,4.0815,4.0815,4.4,-0.3185000000000002,-7.2386,2626983.03,1147676.709
350,601398.SH,20220923,4.1097,4.1378,4.1003,4.1284,4.39,-0.2615999999999996,-5.959,2812241.6,1237026.682
351,601398.SH,20220922,4.0909,4.1284,4.0815,4.1191,4.37,-0.2508999999999997,-5.7414,2857305.08,1248539.894
352,601398.SH,20220921,4.1003,4.1191,4.0815,4.1003,4.37,-0.2697000000000003,-6.1716,1578483.49,689565.518
353,601398.SH,20220920,4.1191,4.1191,4.0909,4.1003,4.38,-0.27970000000000006,-6.3858,1485249.42,650364.279
354,601398.SH,20220919,4.1003,4.1191,4.0909,4.1097,4.36,-0.2503000000000002,-5.7408,2167207.03,948114.394
355,601398.SH,20220916,4.1191,4.1284,4.0909,4.0909,4.39,-0.29909999999999926,-6.8132,2427171.38,1062487.993
356,601398.SH,20220915,4.1003,4.1284,4.0909,4.1191,4.36,-0.2408999999999999,-5.5252,2994070.17,1312876.135
357,601398.SH,20220914,4.0909,4.1097,4.0909,4.0909,4.38,-0.28909999999999947,-6.6005,1195215.47,521881.472
358,601398.SH,20220913,4.1003,4.1191,4.0909,4.1097,4.36,-0.2503000000000002,-5.7408,2076228.55,908320.747
359,601398.SH,20220909,4.0909,4.1097,4.0815,4.0909,4.35,-0.2590999999999992,-5.9563,1627950.22,710715.972
360,601398.SH,20220908,4.0909,4.0909,4.0721,4.0815,4.35,-0.2684999999999995,-6.1724,1086742.4,472815.83
361,601398.SH,20220907,4.0909,4.0909,4.0721,4.0815,4.36,-0.2785000000000002,-6.3876,1189129.21,517187.728
362,601398.SH,20220906,4.0909,4.1097,4.0721,4.0909,4.36,-0.2690999999999999,-6.172,1845802.31,805772.141
363,601398.SH,20220905,4.0815,4.0909,4.0628,4.0909,4.35,-0.2590999999999992,-5.9563,1259091.16,547119.545
364,601398.SH,20220902,4.0815,4.1003,4.0721,4.0815,4.36,-0.2785000000000002,-6.3876,1297846.55,565116.18
365,601398.SH,20220901,4.0909,4.1003,4.0815,4.0909,4.38,-0.28909999999999947,-6.6005,1056918.15,460792.946
366,601398.SH,20220831,4.0815,4.1097,4.0721,4.1097,4.36,-0.2503000000000002,-5.7408,2592392.09,1132180.169
367,601398.SH,20220830,4.0721,4.0909,4.0628,4.0909,4.33,-0.23909999999999965,-5.5219,1340225.25,582803.339
368,601398.SH,20220829,4.0721,4.0815,4.0534,4.0628,4.35,-0.28719999999999946,-6.6023,1029063.53,445969.001
369,601398.SH,20220826,4.0721,4.0815,4.0628,4.0815,4.34,-0.25849999999999973,-5.9562,981045.72,426084.963
370,601398.SH,20220825,4.0628,4.0721,4.0534,4.0721,4.32,-0.24790000000000045,-5.7384,1164669.1,504127.533
371,601398.SH,20220824,4.0628,4.0721,4.0534,4.0534,4.32,-0.2666000000000004,-6.1713,1102185.03,476974.353
372,601398.SH,20220823,4.0628,4.0721,4.0534,4.0534,4.33,-0.2766000000000002,-6.388,1062128.2,459477.326
373,601398.SH,20220822,4.0628,4.0815,4.0534,4.0628,4.33,-0.2671999999999999,-6.1709,1022983.46,443494.667
374,601398.SH,20220819,4.0628,4.0815,4.0534,4.0628,4.32,-0.2572000000000001,-5.9537,1065557.2,462040.416
375,601398.SH,20220818,4.0721,4.0721,4.0534,4.0534,4.34,-0.28659999999999997,-6.6037,1079770.56,467337.83
376,601398.SH,20220817,4.0721,4.0815,4.0534,4.0721,4.33,-0.25790000000000024,-5.9561,1737077.62,752698.402
377,601398.SH,20220816,4.0721,4.0815,4.0628,4.0628,4.34,-0.27719999999999967,-6.3871,1292595.34,561093.999
378,601398.SH,20220815,4.0815,4.0909,4.0628,4.0721,4.36,-0.2879000000000005,-6.6032,1193889.44,518417.996
379,601398.SH,20220812,4.0909,4.1003,4.0721,4.0909,4.36,-0.2690999999999999,-6.172,1126271.34,490393.04
380,601398.SH,20220811,4.0721,4.1003,4.0628,4.0909,4.33,-0.23909999999999965,-5.5219,1526533.08,664667.705
381,601398.SH,20220810,4.0721,4.0815,4.0534,4.0628,4.34,-0.27719999999999967,-6.3871,907585.27,393451.05
382,601398.SH,20220809,4.0815,4.1003,4.0721,4.0721,4.35,-0.2778999999999998,-6.3885,820212.25,356859.073
383,601398.SH,20220808,4.1191,4.1191,4.0721,4.0815,4.39,-0.30849999999999955,-7.0273,1294709.48,564029.561
384,601398.SH,20220805,4.1097,4.1284,4.0909,4.1191,4.37,-0.2508999999999997,-5.7414,1226915.18,537331.729
385,601398.SH,20220804,4.0721,4.1097,4.0534,4.1003,4.32,-0.21970000000000045,-5.0856,1858632.44,809091.671
386,601398.SH,20220803,4.0721,4.0909,4.0534,4.0534,4.35,-0.29659999999999975,-6.8184,1415814.5,614187.517
387,601398.SH,20220802,4.0909,4.1003,4.0628,4.0815,4.37,-0.2885,-6.6018,1803066.67,782945.384
388,601398.SH,20220801,4.1003,4.1284,4.0909,4.1003,4.38,-0.27970000000000006,-6.3858,1336474.35,585326.909
389,601398.SH,20220729,4.1284,4.1472,4.1003,4.1097,4.39,-0.28029999999999955,-6.385,1433017.79,629578.816
390,601398.SH,20220728,4.1191,4.1472,4.1191,4.1191,4.39,-0.27089999999999925,-6.1708,1198583.7,527011.553
391,601398.SH,20220727,4.1472,4.1566,4.1191,4.1191,4.42,-0.3008999999999995,-6.8077,1259740.61,553990.999
392,601398.SH,20220726,4.166,4.1754,4.1472,4.1472,4.44,-0.2928000000000006,-6.5946,1382246.01,612318.085
393,601398.SH,20220725,4.1378,4.166,4.1284,4.166,4.41,-0.24399999999999977,-5.5329,1315203.7,582040.207
394,601398.SH,20220722,4.1191,4.1566,4.1191,4.1378,4.39,-0.2521999999999993,-5.7449,1438737.36,634607.518
395,601398.SH,20220721,4.1754,4.1754,4.1191,4.1191,4.44,-0.32089999999999996,-7.2275,1486550.38,655999.435
396,601398.SH,20220720,4.1284,4.1754,4.1191,4.166,4.39,-0.2239999999999993,-5.1025,1629580.37,721830.507
397,601398.SH,20220719,4.0909,4.1378,4.0815,4.1191,4.37,-0.2508999999999997,-5.7414,1747358.65,766493.792
398,601398.SH,20220718,4.0721,4.1003,4.0721,4.1003,4.33,-0.22970000000000024,-5.3048,1770539.74,771591.237
399,601398.SH,20220715,4.0909,4.1097,4.0628,4.0628,4.37,-0.3071999999999999,-7.0297,2188862.6,953165.921
400,601398.SH,20220714,4.1472,4.1472,4.0534,4.1003,4.42,-0.3197000000000001,-7.233,3430233.31,1493674.363
401,601398.SH,20220713,4.2317,4.2317,4.1378,4.1472,4.51,-0.3628,-8.0443,3393612.24,1509312.922
402,601398.SH,20220712,4.241,4.2504,4.2223,4.2317,4.5,-0.2683,-5.9622,3134478.42,1415371.773
403,601398.SH,20220711,4.2047,4.2311,4.1871,4.2223,4.77,-0.5476999999999999,-11.4822,3319089.02,1588548.779
404,601398.SH,20220708,4.2047,4.2135,4.1782,4.2047,4.76,-0.5552999999999999,-11.666,1620288.79,771025.598
405,601398.SH,20220707,4.2135,4.2223,4.1959,4.1959,4.78,-0.5841000000000003,-12.2197,1616038.98,771362.416
406,601398.SH,20220706,4.2311,4.2399,4.1959,4.2135,4.8,-0.5865,-12.2188,1768551.07,844420.041
407,601398.SH,20220705,4.2135,4.2399,4.2047,4.2311,4.77,-0.5388999999999999,-11.2977,2036720.06,975769.265
408,601398.SH,20220704,4.2047,4.2223,4.1871,4.2047,4.77,-0.5652999999999997,-11.8512,1306120.61,622821.601
409,601398.SH,20220701,4.2047,4.2135,4.1782,4.2047,4.77,-0.5652999999999997,-11.8512,1349358.17,642345.557
410,601398.SH,20220630,4.1959,4.2135,4.1782,4.2047,4.77,-0.5652999999999997,-11.8512,1783255.35,849607.081
411,601398.SH,20220629,4.1694,4.2047,4.1606,4.2047,4.73,-0.5253000000000005,-11.1057,2155490.58,1023870.244
412,601398.SH,20220628,4.1518,4.1782,4.1342,4.1694,4.71,-0.5405999999999995,-11.4777,1707371.01,805395.28
413,601398.SH,20220627,4.1782,4.1871,4.143,4.1518,4.74,-0.5882000000000005,-12.4093,2315190.67,1092328.379
414,601398.SH,20220624,4.1959,4.2135,4.1606,4.1782,4.77,-0.5917999999999992,-12.4067,1838538.97,872916.586
415,601398.SH,20220623,4.1959,4.2135,4.1871,4.2047,4.75,-0.5453000000000001,-11.48,1754362.11,836115.739
416,601398.SH,20220622,4.1871,4.2223,4.1782,4.1871,4.76,-0.5728999999999997,-12.0357,1567201.49,746302.086
417,601398.SH,20220621,4.1518,4.2047,4.143,4.1959,4.7,-0.5041000000000002,-10.7255,2094053.97,992313.781
418,601398.SH,20220620,4.1871,4.1871,4.143,4.143,4.75,-0.6070000000000002,-12.7789,1864115.17,879332.783
419,601398.SH,20220617,4.143,4.1871,4.1342,4.1871,4.7,-0.5129000000000001,-10.9128,1810638.22,857162.918
420,601398.SH,20220616,4.1694,4.1782,4.1342,4.143,4.73,-0.5870000000000006,-12.4101,2101488.4,989353.107
421,601398.SH,20220615,4.1606,4.2047,4.143,4.1694,4.72,-0.5505999999999993,-11.6653,2981358.89,1413770.158
422,601398.SH,20220614,4.1077,4.1694,4.0989,4.1606,4.67,-0.5094000000000003,-10.9079,2271488.53,1065769.46
423,601398.SH,20220613,4.1253,4.1342,4.0813,4.1165,4.69,-0.5735000000000001,-12.2281,2282411.27,1062970.281
424,601398.SH,20220610,4.1077,4.1342,4.0989,4.1342,4.66,-0.5258000000000003,-11.2833,2647090.44,1236607.464
425,601398.SH,20220609,4.0813,4.1165,4.0725,4.1077,4.64,-0.5322999999999993,-11.472,2193619.73,1020144.722
426,601398.SH,20220608,4.0725,4.0901,4.0636,4.0901,4.61,-0.5199000000000007,-11.2777,1736302.19,803663.719
427,601398.SH,20220607,4.0548,4.0813,4.046,4.0636,4.6,-0.5363999999999995,-11.6609,1873120.09,863790.898
428,601398.SH,20220606,4.0813,4.0901,4.0372,4.0548,4.63,-0.5751999999999997,-12.4233,2954334.37,1359071.286
429,601398.SH,20220602,4.0901,4.0989,4.0725,4.0813,4.65,-0.5687000000000006,-12.2301,1521638.07,704972.367
430,601398.SH,20220601,4.0989,4.1165,4.0813,4.0989,4.66,-0.5610999999999997,-12.0408,1400676.61,651076.588
431,601398.SH,20220531,4.0901,4.1253,4.0813,4.1077,4.65,-0.5423,-11.6624,2513657.47,1171009.193
432,601398.SH,20220530,4.1165,4.1342,4.0901,4.0989,4.67,-0.5710999999999995,-12.2291,1588274.31,740859.756
433,601398.SH,20220527,4.1077,4.1165,4.0901,4.1165,4.65,-0.5335000000000001,-11.4731,1249997.58,582773.258
434,601398.SH,20220526,4.1077,4.1165,4.0813,4.0989,4.66,-0.5610999999999997,-12.0408,1917670.89,892015.484
435,601398.SH,20220525,4.1165,4.1253,4.0989,4.1077,4.67,-0.5622999999999996,-12.0407,1523156.56,710288.253
436,601398.SH,20220524,4.0813,4.1253,4.0725,4.1165,4.62,-0.5034999999999998,-10.8983,2437748.64,1133742.35
437,601398.SH,20220523,4.0725,4.0901,4.0725,4.0725,4.63,-0.5575000000000001,-12.041,1732243.51,801421.866
438,601398.SH,20220520,4.0725,4.0813,4.046,4.0813,4.61,-0.5287000000000006,-11.4685,2406916.32,1111835.552
439,601398.SH,20220519,4.0636,4.0725,4.046,4.0636,4.62,-0.5564,-12.0433,1691556.29,778801.637
440,601398.SH,20220518,4.1077,4.1165,4.0636,4.0725,4.66,-0.5875000000000004,-12.6073,2260084.27,1045435.059
441,601398.SH,20220517,4.1342,4.1342,4.0989,4.1077,4.68,-0.5722999999999994,-12.2286,2168890.33,1012483.465
442,601398.SH,20220516,4.143,4.143,4.0989,4.1253,4.7,-0.5747,-12.2277,1668263.15,779376.703
443,601398.SH,20220513,4.1077,4.143,4.0989,4.143,4.65,-0.5070000000000006,-10.9032,1754111.95,822079.154
444,601398.SH,20220512,4.1077,4.1165,4.0901,4.0989,4.66,-0.5610999999999997,-12.0408,1446944.24,673675.865
445,601398.SH,20220511,4.1694,4.1782,4.1077,4.1077,4.73,-0.6223000000000001,-13.1564,3534060.95,1656391.757
446,601398.SH,20220510,4.1871,4.2047,4.1606,4.1694,4.76,-0.5905999999999993,-12.4076,1942057.06,919233.037
447,601398.SH,20220509,4.1694,4.2047,4.1518,4.1959,4.74,-0.5441000000000003,-11.4789,1613516.38,766272.587
448,601398.SH,20220506,4.1782,4.2047,4.1518,4.1782,4.75,-0.5717999999999996,-12.0379,1690447.34,800177.342
449,601398.SH,20220505,4.2135,4.2311,4.1606,4.1871,4.78,-0.5929000000000002,-12.4038,2402048.34,1143770.289
450,601398.SH,20220429,4.1959,4.2311,4.1606,4.2135,4.77,-0.5564999999999998,-11.6667,2639416.6,1258379.971
451,601398.SH,20220428,4.1518,4.2047,4.143,4.2047,4.71,-0.5053000000000001,-10.7282,2959970.69,1401689.37
452,601398.SH,20220427,4.2311,4.2576,4.1253,4.1518,4.81,-0.6581999999999999,-13.684,3835451.63,1821850.807
453,601398.SH,20220426,4.1871,4.2576,4.1694,4.2399,4.75,-0.5101000000000004,-10.7389,3636708.92,1741895.884
454,601398.SH,20220425,4.2488,4.284,4.1871,4.1871,4.84,-0.6528999999999998,-13.4897,4717826.13,2276075.261
455,601398.SH,20220422,4.1959,4.2752,4.1959,4.2664,4.78,-0.5136000000000003,-10.7448,3904377.87,1885993.944
456,601398.SH,20220421,4.1782,4.2399,4.1694,4.2135,4.74,-0.5265000000000004,-11.1076,3297911.38,1578338.095
457,601398.SH,20220420,4.1606,4.1959,4.1518,4.1782,4.73,-0.5518000000000001,-11.666,1453319.08,688799.566
458,601398.SH,20220419,4.1606,4.1782,4.1342,4.1694,4.72,-0.5505999999999993,-11.6653,1582093.54,745770.596
459,601398.SH,20220418,4.1871,4.2135,4.1518,4.1606,4.76,-0.5994000000000002,-12.5924,1829658.37,866264.047
460,601398.SH,20220415,4.1959,4.2311,4.1959,4.1959,4.77,-0.5740999999999996,-12.0356,1934877.75,924020.571
461,601398.SH,20220414,4.2311,4.2399,4.1959,4.2047,4.79,-0.5853000000000002,-12.2192,1484144.96,708983.833
462,601398.SH,20220413,4.2135,4.2488,4.2047,4.2223,4.78,-0.5577000000000005,-11.6674,1971223.6,946500.715
463,601398.SH,20220412,4.2135,4.2399,4.1694,4.2135,4.78,-0.5665000000000004,-11.8515,2761167.79,1319247.558
464,601398.SH,20220411,4.2311,4.2488,4.1959,4.2135,4.81,-0.5964999999999998,-12.4012,2726414.54,1304536.36
465,601398.SH,20220408,4.2488,4.2576,4.2047,4.2399,4.82,-0.5801000000000007,-12.0353,2501732.55,1201783.976
466,601398.SH,20220407,4.2488,4.2752,4.2135,4.2488,4.83,-0.5811999999999999,-12.0331,3045433.31,1467777.843
467,601398.SH,20220406,4.2135,4.2752,4.2047,4.2576,4.79,-0.5324,-11.1148,3493007.01,1680190.64
468,601398.SH,20220401,4.1871,4.2399,4.1782,4.2223,4.77,-0.5476999999999999,-11.4822,2648250.48,1264764.211
469,601398.SH,20220331,4.143,4.2135,4.1253,4.2047,4.71,-0.5053000000000001,-10.7282,2876908.88,1367102.536
470,601398.SH,20220330,4.1606,4.1694,4.1077,4.1518,4.72,-0.5682,-12.0381,2330530.21,1093920.777
471,601398.SH,20220329,4.1342,4.1694,4.1165,4.1606,4.69,-0.5294000000000008,-11.2878,1939580.79,912905.215
472,601398.SH,20220328,4.0725,4.143,4.0548,4.1342,4.62,-0.48580000000000023,-10.5152,2870476.05,1338663.837
473,601398.SH,20220325,4.0372,4.0901,4.0372,4.0725,4.58,-0.5075000000000003,-11.0808,2277815.41,1051862.686
474,601398.SH,20220324,4.0108,4.0548,4.0019,4.0372,4.57,-0.5327999999999999,-11.6586,1505590.56,689799.168
475,601398.SH,20220323,4.0372,4.046,4.0108,4.0284,4.59,-0.5615999999999994,-12.2353,2068590.15,945355.931
476,601398.SH,20220322,4.0019,4.0548,3.9931,4.046,4.54,-0.4939999999999998,-10.8811,2193054.6,1003988.139
477,601398.SH,20220321,4.0196,4.0284,3.9931,4.0019,4.55,-0.5480999999999998,-12.0462,2069417.62,940187.354
478,601398.SH,20220318,3.9843,4.0548,3.9755,4.0108,4.52,-0.5091999999999999,-11.2655,3627797.32,1650775.565
479,601398.SH,20220317,4.0284,4.0284,3.9755,3.9843,4.55,-0.5656999999999996,-12.433,3098209.72,1403531.229
480,601398.SH,20220316,4.0019,4.0284,3.9402,4.0108,4.54,-0.5292000000000003,-11.6564,4212432.43,1904496.884
481,601398.SH,20220315,4.0284,4.0548,3.9755,4.0019,4.59,-0.5880999999999998,-12.8126,5130132.85,2327503.095
482,601398.SH,20220314,4.0372,4.0901,4.0196,4.046,4.61,-0.5640000000000001,-12.2343,2290872.59,1053445.742
483,601398.SH,20220311,4.0108,4.0636,3.9843,4.0636,4.56,-0.4963999999999995,-10.886,2707875.31,1233914.619
484,601398.SH,20220310,4.046,4.0636,4.0108,4.0196,4.56,-0.5404,-11.8509,2306743.82,1055255.232
485,601398.SH,20220309,4.0636,4.0901,3.9667,4.0196,4.62,-0.6004000000000005,-12.9957,4620584.76,2116239.86
486,601398.SH,20220308,4.0989,4.1077,4.0548,4.0725,4.65,-0.5775000000000006,-12.4194,2811335.58,1302919.792
487,601398.SH,20220307,4.143,4.1694,4.0813,4.0989,4.72,-0.6210999999999993,-13.1589,3529409.72,1647036.756
488,601398.SH,20220304,4.1694,4.1694,4.1165,4.1606,4.74,-0.5794000000000006,-12.2236,1624987.74,764539.209
489,601398.SH,20220303,4.1342,4.1959,4.1342,4.1782,4.7,-0.5217999999999998,-11.1021,2273311.98,1075452.463
490,601398.SH,20220302,4.1165,4.1518,4.1077,4.143,4.68,-0.5369999999999999,-11.4744,1520514.4,712736.651
491,601398.SH,20220301,4.1165,4.143,4.0989,4.1253,4.66,-0.5347,-11.4742,1942545.62,906672.524
492,601398.SH,20220228,4.1165,4.1253,4.0901,4.1077,4.67,-0.5622999999999996,-12.0407,1949269.63,908084.763
493,601398.SH,20220225,4.143,4.1606,4.1077,4.1165,4.7,-0.5834999999999999,-12.4149,2506018.2,1174239.875
494,601398.SH,20220224,4.1871,4.2047,4.1342,4.143,4.77,-0.6269999999999998,-13.1447,2566266.28,1211414.666
495,601398.SH,20220223,4.2135,4.2135,4.1782,4.2047,4.78,-0.5753000000000004,-12.0356,2358015.79,1121673.859
496,601398.SH,20220222,4.2311,4.2399,4.1959,4.2135,4.82,-0.6065000000000005,-12.583,1708437.55,816340.653
497,601398.SH,20220221,4.2311,4.2488,4.2047,4.2488,4.81,-0.5611999999999995,-11.6674,1594033.65,764397.601
498,601398.SH,20220218,4.2047,4.2488,4.1959,4.2399,4.78,-0.5401000000000007,-11.2992,1598895.48,766743.186
499,601398.SH,20220217,4.2135,4.2399,4.2047,4.2135,4.78,-0.5665000000000004,-11.8515,1275750.79,610866.291
500,601398.SH,20220216,4.2047,4.2399,4.1871,4.2135,4.76,-0.5465,-11.4811,1554567.01,743663.746
501,601398.SH,20220215,4.2223,4.2488,4.1871,4.1959,4.8,-0.6040999999999999,-12.5854,1957490.99,935314.542
502,601398.SH,20220214,4.2752,4.284,4.2047,4.2311,4.87,-0.6389000000000005,-13.1191,2639674.46,1267336.371
503,601398.SH,20220211,4.2664,4.3105,4.2576,4.2928,4.86,-0.5672000000000006,-11.6708,2168130.19,1055659.518
504,601398.SH,20220210,4.2752,4.2928,4.2311,4.284,4.84,-0.556,-11.4876,2527509.88,1222399.402
505,601398.SH,20220209,4.2752,4.3193,4.2399,4.2664,4.85,-0.5835999999999997,-12.033,3522095.36,1710473.977
506,601398.SH,20220208,4.1782,4.2928,4.1694,4.2752,4.74,-0.4648000000000003,-9.8059,4919720.42,2367215.816
507,601398.SH,20220207,4.1342,4.1871,4.1165,4.1782,4.66,-0.4817999999999998,-10.3391,2575288.6,1216216.07
508,601398.SH,20220128,4.1253,4.1694,4.1077,4.1077,4.68,-0.5722999999999994,-12.2286,2210438.8,1037472.492
509,601398.SH,20220127,4.1253,4.1518,4.1077,4.1253,4.69,-0.5647000000000002,-12.0405,1436955.02,672949.233
510,601398.SH,20220126,4.1077,4.143,4.1077,4.1342,4.67,-0.5358,-11.4732,1189948.14,557705.783
511,601398.SH,20220125,4.1342,4.143,4.1165,4.1165,4.7,-0.5834999999999999,-12.4149,1703836.68,798145.267
512,601398.SH,20220124,4.143,4.1606,4.1253,4.143,4.7,-0.5570000000000004,-11.8511,1418871.3,665972.927
513,601398.SH,20220121,4.1694,4.1782,4.1342,4.143,4.75,-0.6070000000000002,-12.7789,1735280.7,816856.403
514,601398.SH,20220120,4.143,4.1959,4.1342,4.1871,4.7,-0.5129000000000001,-10.9128,3131274.49,1482850.094
515,601398.SH,20220119,4.1165,4.1518,4.1077,4.143,4.69,-0.5470000000000006,-11.6631,1729131.75,810536.135
516,601398.SH,20220118,4.0989,4.143,4.0813,4.1342,4.65,-0.5158000000000005,-11.0925,2169500.22,1011704.453
517,601398.SH,20220117,4.1165,4.143,4.0901,4.0989,4.68,-0.5810999999999993,-12.4167,1787226.62,832701.574
518,601398.SH,20220114,4.1782,4.1782,4.1165,4.1253,4.73,-0.6047000000000002,-12.7844,2251970.35,1057017.144
519,601398.SH,20220113,4.1518,4.2135,4.1518,4.1694,4.72,-0.5505999999999993,-11.6653,1793135.0,851827.613
520,601398.SH,20220112,4.1871,4.1871,4.143,4.1606,4.75,-0.5894000000000004,-12.4084,1857315.19,876687.477
521,601398.SH,20220111,4.1694,4.2047,4.1694,4.1871,4.75,-0.5629,-11.8505,1670262.97,794398.037
522,601398.SH,20220110,4.1782,4.1959,4.1606,4.1871,4.74,-0.5529000000000002,-11.6646,1583293.03,750737.778
523,601398.SH,20220107,4.1342,4.1871,4.1253,4.1782,4.7,-0.5217999999999998,-11.1021,1939649.55,916673.916
524,601398.SH,20220106,4.143,4.1694,4.1253,4.143,4.71,-0.5670000000000002,-12.0382,1903143.59,894943.768
525,601398.SH,20220105,4.1077,4.1606,4.0989,4.1518,4.67,-0.5182000000000002,-11.0964,2839546.21,1332859.587
526,601398.SH,20220104,4.0901,4.1165,4.0813,4.1165,4.63,-0.5134999999999996,-11.0907,1688756.35,785143.329
